Order ID,Order Date,Customer ID,Customer Name,Region,Segment,Product,Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Month,Profit Margin
ORD0139,2025-09-24,CUST040,Customer 040,South,Small Business,Keyboard,Accessories,4,2854.0,0.0,11416.0,8797.45,2618.55,Sep-2025,0.22937543798177998
ORD0027,2025-09-24,CUST028,Customer 028,West,Corporate,Headphones,Accessories,2,4736.0,0.1,8524.8,6148.69,2376.11,Sep-2025,0.2787291197447448
ORD0137,2025-09-25,CUST045,Customer 045,South,Corporate,Headphones,Accessories,3,3507.0,0.1,9468.9,7051.5,2417.4,Sep-2025,0.2552989259576086
ORD0043,2025-09-28,CUST054,Customer 054,North,Small Business,Mouse,Accessories,1,1227.0,0.1,1104.3,789.06,315.24,Sep-2025,0.28546590600380334
ORD0220,2025-09-28,CUST004,Customer 004,North,Corporate,Webcam,Accessories,2,3376.0,0.0,6752.0,5258.3,1493.7,Sep-2025,0.2212233412322275
ORD0179,2025-09-28,CUST044,Customer 044,West,Small Business,Mouse,Accessories,4,791.0,0.0,3164.0,2197.67,966.33,Sep-2025,0.3054140328697851
ORD0039,2025-09-30,CUST040,Customer 040,South,Small Business,Headphones,Accessories,3,3981.0,0.05,11345.85,8253.44,3092.41,Sep-2025,0.27255868885980333
ORD0183,2025-10-01,CUST030,Customer 030,North,Consumer,Keyboard,Accessories,2,3442.0,0.1,6195.6,4864.27,1331.33,Oct-2025,0.2148831428755891
ORD0056,2025-10-04,CUST057,Customer 057,West,Corporate,Mouse,Accessories,1,1501.0,0.1,1350.9,1132.7,218.2,Oct-2025,0.16152194833074246
ORD0048,2025-10-05,CUST029,Customer 029,North,Corporate,Keyboard,Accessories,4,2502.0,0.0,10008.0,6997.86,3010.14,Oct-2025,0.300773381294964
ORD0214,2025-10-06,CUST019,Customer 019,East,Consumer,Printer,Electronics,1,10082.0,0.05,9577.9,6521.8,3056.1,Oct-2025,0.31907829482454403
ORD0205,2025-10-12,CUST001,Customer 001,East,Corporate,Laptop,Electronics,2,57700.0,0.0,115400.0,80379.5,35020.5,Oct-2025,0.3034705372616984
ORD0123,2025-10-12,CUST049,Customer 049,East,Small Business,Laptop,Electronics,2,67548.0,0.05,128341.2,93310.1,35031.1,Oct-2025,0.27295287873262836
ORD0238,2025-10-13,CUST021,Customer 021,West,Corporate,Laptop,Electronics,2,56337.0,0.1,101406.6,71028.65,30377.95,Oct-2025,0.299565807353762
ORD0176,2025-10-15,CUST002,Customer 002,West,Consumer,Tablet,Electronics,4,29127.0,0.0,116508.0,96950.75,19557.25,Oct-2025,0.16786186356301713
ORD0126,2025-10-15,CUST050,Customer 050,East,Small Business,Printer,Electronics,4,9244.0,0.0,36976.0,26510.76,10465.24,Oct-2025,0.28302790999567284
ORD0110,2025-10-16,CUST004,Customer 004,North,Small Business,Mouse,Accessories,2,1193.0,0.1,2147.4,1495.59,651.81,Oct-2025,0.30353450684548755
ORD0211,2025-10-16,CUST001,Customer 001,South,Corporate,Monitor,Electronics,4,20268.0,0.1,72964.8,56354.34,16610.46,Oct-2025,0.22765031905795668
ORD0216,2025-10-18,CUST044,Customer 044,South,Consumer,Laptop,Electronics,3,64052.0,0.1,172940.4,134741.06,38199.34,Oct-2025,0.2208815291279539
ORD0101,2025-10-20,CUST011,Customer 011,South,Consumer,Webcam,Accessories,1,4897.0,0.0,4897.0,3593.7,1303.3,Oct-2025,0.26614253624668166
ORD0156,2025-10-20,CUST037,Customer 037,South,Consumer,Laptop,Electronics,2,69735.0,0.1,125523.0,97421.88,28101.12,Oct-2025,0.22387227838722784
ORD0115,2025-10-20,CUST008,Customer 008,North,Corporate,Headphones,Accessories,1,3517.0,0.05,3341.15,2498.72,842.43,Oct-2025,0.2521377370067192
ORD0155,2025-10-20,CUST025,Customer 025,West,Small Business,Monitor,Electronics,1,21877.0,0.05,20783.15,15410.54,5372.61,Oct-2025,0.2585079740077899
ORD0092,2025-10-21,CUST035,Customer 035,North,Consumer,Keyboard,Accessories,4,1819.0,0.05,6912.2,4722.49,2189.71,Oct-2025,0.3167891554063829
ORD0082,2025-10-21,CUST050,Customer 050,North,Corporate,Mouse,Accessories,2,1266.0,0.0,2532.0,2016.04,515.96,Oct-2025,0.20377567140600317
ORD0024,2025-10-21,CUST024,Customer 024,North,Consumer,Mouse,Accessories,2,1360.0,0.05,2584.0,1794.45,789.55,Oct-2025,0.3055534055727554
ORD0116,2025-10-23,CUST041,Customer 041,West,Corporate,Printer,Electronics,3,10105.0,0.0,30315.0,21417.04,8897.96,Oct-2025,0.29351674088734947
ORD0198,2025-10-25,CUST044,Customer 044,South,Corporate,Keyboard,Accessories,2,1616.0,0.1,2908.8,2207.09,701.71,Oct-2025,0.24123693619361936
ORD0235,2025-10-27,CUST058,Customer 058,South,Corporate,Webcam,Accessories,1,5357.0,0.1,4821.3,3409.99,1411.31,Oct-2025,0.292723954120258
ORD0208,2025-10-28,CUST052,Customer 052,East,Consumer,Headphones,Accessories,2,4065.0,0.0,8130.0,5773.4,2356.6,Oct-2025,0.28986469864698644
ORD0111,2025-10-30,CUST036,Customer 036,East,Consumer,Keyboard,Accessories,4,2114.0,0.1,7610.4,5357.62,2252.78,Oct-2025,0.296013350152423
ORD0090,2025-10-30,CUST056,Customer 056,South,Corporate,Mouse,Accessories,2,1512.0,0.05,2872.8,2284.69,588.11,Oct-2025,0.20471665274296852
ORD0201,2025-10-30,CUST031,Customer 031,West,Corporate,Monitor,Electronics,3,16420.0,0.0,49260.0,37033.89,12226.11,Oct-2025,0.24819549330085264
ORD0218,2025-10-31,CUST037,Customer 037,South,Small Business,Monitor,Electronics,4,18079.0,0.1,65084.4,52723.42,12360.98,Oct-2025,0.18992231625397177
ORD0035,2025-10-31,CUST019,Customer 019,North,Corporate,Mouse,Accessories,4,1375.0,0.0,5500.0,4567.6,932.4,Oct-2025,0.16952727272727272
ORD0144,2025-11-01,CUST017,Customer 017,East,Small Business,Webcam,Accessories,3,4846.0,0.0,14538.0,12114.62,2423.38,Nov-2025,0.1666928050625946
ORD0040,2025-11-02,CUST025,Customer 025,North,Corporate,Mouse,Accessories,4,1214.0,0.05,4613.2,3726.21,886.99,Nov-2025,0.19227217549640163
ORD0108,2025-11-05,CUST040,Customer 040,West,Corporate,Monitor,Electronics,3,13169.0,0.15,33580.95,26207.69,7373.26,Nov-2025,0.2195667484094405
ORD0077,2025-11-07,CUST006,Customer 006,North,Consumer,Headphones,Accessories,1,4999.0,0.15,4249.15,3267.04,982.11,Nov-2025,0.23113093206876673
ORD0117,2025-11-09,CUST001,Customer 001,North,Consumer,Printer,Electronics,3,11047.0,0.05,31483.95,23319.81,8164.14,Nov-2025,0.25931117283568295
ORD0199,2025-11-12,CUST047,Customer 047,East,Consumer,Mouse,Accessories,3,1031.0,0.05,2938.35,2074.96,863.39,Nov-2025,0.2938349754113703
ORD0164,2025-11-12,CUST048,Customer 048,South,Consumer,Headphones,Accessories,1,4970.0,0.0,4970.0,4081.69,888.31,Nov-2025,0.17873440643863178
ORD0188,2025-11-13,CUST003,Customer 003,South,Corporate,Printer,Electronics,1,17426.0,0.0,17426.0,13358.9,4067.1,Nov-2025,0.23339263169975896
ORD0153,2025-11-14,CUST053,Customer 053,North,Small Business,Mouse,Accessories,4,1648.0,0.15,5603.2,4498.94,1104.26,Nov-2025,0.19707667047401486
ORD0097,2025-11-14,CUST030,Customer 030,North,Small Business,Monitor,Electronics,3,20423.0,0.0,61269.0,41841.75,19427.25,Nov-2025,0.31708123194437643
ORD0182,2025-11-15,CUST022,Customer 022,North,Consumer,Mouse,Accessories,1,1308.0,0.05,1242.6,1040.67,201.93,Nov-2025,0.1625060357315307
ORD0213,2025-11-20,CUST034,Customer 034,North,Consumer,Keyboard,Accessories,2,3329.0,0.05,6325.1,5213.27,1111.83,Nov-2025,0.17578062006924788
ORD0172,2025-11-20,CUST027,Customer 027,South,Small Business,Monitor,Electronics,4,12674.0,0.05,48161.2,35414.92,12746.28,Nov-2025,0.26465868790644753
ORD0122,2025-11-23,CUST001,Customer 001,West,Corporate,Keyboard,Accessories,2,2925.0,0.0,5850.0,4818.58,1031.42,Nov-2025,0.1763111111111111
ORD0127,2025-11-24,CUST054,Customer 054,South,Small Business,Keyboard,Accessories,1,1611.0,0.1,1449.9,1041.19,408.71,Nov-2025,0.2818884060969722
ORD0084,2025-11-26,CUST017,Customer 017,South,Small Business,Monitor,Electronics,4,12459.0,0.05,47344.2,34825.74,12518.46,Nov-2025,0.2644138035915698
ORD0158,2025-11-26,CUST043,Customer 043,North,Consumer,Monitor,Electronics,2,12367.0,0.15,21023.9,17075.46,3948.44,Nov-2025,0.18780720988969696
ORD0018,2025-11-27,CUST058,Customer 058,South,Consumer,Laptop,Electronics,1,59770.0,0.0,59770.0,42823.39,16946.61,Nov-2025,0.2835303664045508
ORD0240,2025-11-27,CUST003,Customer 003,South,Small Business,Keyboard,Accessories,3,3367.0,0.1,9090.9,6417.11,2673.79,Nov-2025,0.2941171941171941
ORD0194,2025-11-28,CUST049,Customer 049,West,Corporate,Printer,Electronics,3,12743.0,0.1,34406.1,26857.48,7548.62,Nov-2025,0.2193977230781751
ORD0196,2025-12-01,CUST034,Customer 034,West,Small Business,Tablet,Electronics,3,22706.0,0.05,64712.1,53450.78,11261.32,Dec-2025,0.1740218598994624
ORD0083,2025-12-01,CUST060,Customer 060,West,Consumer,Monitor,Electronics,2,20624.0,0.15,35060.8,24666.39,10394.41,Dec-2025,0.29646813535344313
ORD0166,2025-12-02,CUST040,Customer 040,North,Consumer,Monitor,Electronics,3,20673.0,0.1,55817.1,45430.77,10386.33,Dec-2025,0.1860779223571271
ORD0064,2025-12-05,CUST008,Customer 008,North,Corporate,Keyboard,Accessories,1,3225.0,0.0,3225.0,2661.37,563.63,Dec-2025,0.17476899224806203
ORD0050,2025-12-07,CUST039,Customer 039,North,Corporate,Keyboard,Accessories,2,2198.0,0.05,4176.2,3251.32,924.88,Dec-2025,0.2214644892485992
ORD0234,2025-12-08,CUST006,Customer 006,South,Corporate,Laptop,Electronics,4,64928.0,0.05,246726.4,196617.28,50109.12,Dec-2025,0.20309589893906774
ORD0011,2025-12-10,CUST001,Customer 001,East,Consumer,Monitor,Electronics,4,12141.0,0.0,48564.0,38550.82,10013.18,Dec-2025,0.20618524009554404
ORD0189,2025-12-14,CUST020,Customer 020,South,Corporate,Keyboard,Accessories,3,2314.0,0.1,6247.8,4801.31,1446.49,Dec-2025,0.23151989500304107
ORD0031,2025-12-15,CUST018,Customer 018,West,Consumer,Monitor,Electronics,2,16856.0,0.05,32026.4,26873.77,5152.63,Dec-2025,0.16088695576149675
ORD0209,2025-12-18,CUST038,Customer 038,East,Corporate,Printer,Electronics,2,11298.0,0.1,20336.4,17013.05,3323.35,Dec-2025,0.16341879585374008
ORD0132,2025-12-21,CUST052,Customer 052,South,Small Business,Webcam,Accessories,4,3131.0,0.1,11271.6,8543.75,2727.85,Dec-2025,0.24201089463785086
ORD0187,2025-12-25,CUST026,Customer 026,West,Small Business,Headphones,Accessories,2,4375.0,0.0,8750.0,6888.54,1861.46,Dec-2025,0.2127382857142857
ORD0154,2025-12-25,CUST020,Customer 020,South,Corporate,Headphones,Accessories,2,1512.0,0.05,2872.8,2090.02,782.78,Dec-2025,0.2724798106377053
ORD0170,2025-12-26,CUST031,Customer 031,South,Small Business,Keyboard,Accessories,4,2442.0,0.1,8791.2,6128.49,2662.71,Dec-2025,0.30288356538356537
ORD0202,2025-12-27,CUST001,Customer 001,West,Consumer,Keyboard,Accessories,4,2619.0,0.1,9428.4,6663.3,2765.1,Dec-2025,0.29327351406389207
ORD0105,2025-12-27,CUST037,Customer 037,South,Corporate,Monitor,Electronics,2,20251.0,0.0,40502.0,29068.72,11433.28,Dec-2025,0.28228926966569556
ORD0058,2025-12-27,CUST030,Customer 030,East,Consumer,Printer,Electronics,2,13469.0,0.05,25591.1,18620.64,6970.46,Dec-2025,0.2723782877641055
